Geography_Code,Geography,lat,lng,geometry,L1-L3,L4-L6,L7,L8-9,L10-L11,L12,L13,L14,L15,id,amenity_pois_count
E00044971,Sunderland 009A,54.91408,-1.5188,"POLYGON ((-1.5163558519693885 54.91525518772599, -1.5178872000003631 54.915146575114456, -1.5168321478843036 54.912938969861834, -1.5182864569867471 54.912953348508104, -1.5185195740498052 54.91257195470576, -1.5212189892369936 54.91295593444449, -1.5202168879516982 54.91396471499944, -1.5206948616762788 54.91417721383311, -1.5203789786648045 54.9144292856843, -1.5181436318961854 54.91612843765387, -1.517239506595739 54.916135186189464, -1.5168561878593017 54.91622234156324, -1.5163558519693885 54.91525518772599))",14,46,20,11,19,22,34,34,5,42338,0
E00088132,Bedford 005F,52.16534,-0.45531,"POLYGON ((-0.4538451416227936 52.163234479107636, -0.4541831183797089 52.16312291242379, -0.4560631805158799 52.164545799115785, -0.4573382599821139 52.164886426243285, -0.4553886064020694 52.16643675542908, -0.4544469367698842 52.166422084015686, -0.4537726688173477 52.16599614414471, -0.4538496404766463 52.165515132294324, -0.4547595867666753 52.1652023993965, -0.4536340510905068 52.16470731999356, -0.4532874678413271 52.164176940986366, -0.4542812952253519 52.163720022047244, -0.4538451416227936 52.163234479107636))",49,59,37,22,14,25,20,10,8,83274,0
E00092689,Cheshire West and Chester 047E,53.07466,-2.82975,"POLYGON ((-2.8113008443079455 53.08582709104654, -2.8113488556727746 53.08488395845317, -2.8109696825187225 53.08464212491887, -2.8113990307140218 53.08437656660712, -2.8114298308029264 53.08276473907778, -2.812424462713029 53.081821105426876, -2.8146252684219735 53.08094185730691, -2.8148884800890275 53.08037776989839, -2.8148518414512567 53.07898186638373, -2.8142406695183797 53.07808880221102, -2.8132570827026715 53.077706464244855, -2.8131211086589865 53.07665474685797, -2.8140959622838784 53.0748455002586, -2.8135634509802214 53.0737417779133, -2.8141701593955903 53.07346260842259, -2.814449861856345 53.07272686538502, -2.8137888391182404 53.07233790475824, -2.815622673020334 53.070724385873675, -2.814628237198087 53.06958591691304, -2.8154599555704305 53.06904901296875, -2.8147461999690826 53.0683240794315, -2.814821007965549 53.06739486311414, -2.813920380681332 53.06575963395563, -2.814166750006024 53.06493815104756, -2.8150152028410176 53.06352728150046, -2.81660286249676 53.06319530312321, -2.817367422115614 53.06236547932551, -2.824871478113519 53.06188255867719, -2.830185218418551 53.06302486517131, -2.8315927590063095 53.063589532341474, -2.8332798325181714 53.06488565548062, -2.8362059921660925 53.06208573634021, -2.8362007754632796 53.06118939240055, -2.837593126895326 53.06082644992354, -2.8439010462717196 53.06267860604601, -2.845796124566635 53.06888831049738, -2.84845210022292 53.06877090953746, -2.8483992514266467 53.074014483472105, -2.8480322003368306 53.07479917178238, -2.8483461095027027 53.07655519127386, -2.8475777024794784 53.07809249329674, -2.8476712747938104 53.08043269868398, -2.8469799161763376 53.08392632970205, -2.845971065462606 53.08643983403474, -2.8429883434508074 53.08670990042452, -2.8409928797915254 53.0868838606859, -2.834029883756873 53.08629662523327, -2.8254496488421674 53.08665139691101, -2.820557666522903 53.08607116862667, -2.8172301438693945 53.08639800793197, -2.8127486984577326 53.08556040347163, -2.8113008443079455 53.08582709104654))",40,45,15,26,4,8,10,6,12,87557,0
E00056374,Kirklees 058A,53.56564,-1.81108,"POLYGON ((-1.8090820688645657 53.56787742362764, -1.80939478437142 53.56766005376884, -1.8072999430472239 53.56685389270066, -1.8081008850199436 53.5667023770034, -1.8073674304863736 53.56620040929283, -1.8057025874747636 53.56601664991943, -1.8039544450398646 53.56545527459166, -1.803503659581464 53.5649871432313, -1.8042860418626288 53.56441913966615, -1.8045725082217592 53.56471680177232, -1.8050397287625022 53.564624547450656, -1.8056221863668958 53.56391167733085, -1.8066429188424618 53.5636372888978, -1.8067109591279966 53.563184126495905, -1.807271593632518 53.563360338105745, -1.8073244730615419 53.56283971154215, -1.8080735343109609 53.5627294947699, -1.8080163762331292 53.56290627543736, -1.8083030934829762 53.56204674960174, -1.8106174625933125 53.56103475002412, -1.8110679643013166 53.56110325137626, -1.8114963054491091 53.561957259937735, -1.8117584117620296 53.5636895667413, -1.8127011659993224 53.563832460452936, -1.8142682944051143 53.56462706370997, -1.8176294160428923 53.56554025915451, -1.8170197222858484 53.56773943600863, -1.820678780303738 53.568412279219466, -1.8203290155729157 53.56890841349794, -1.8217652603699097 53.57010656166513, -1.8167524980355119 53.57020338969683, -1.8147019198887184 53.56950813553667, -1.8090840282701373 53.56840866324263, -1.8090820688645657 53.56787742362764))",46,86,21,46,12,30,36,14,16,53152,0
E00165672,Gateshead 007B,54.95259,-1.63674,"MULTIPOLYGON (((-1.6335227271118735 54.95229963320274, -1.633525666359757 54.952296290169386, -1.63558883819374 54.95260452780704, -1.6355854717677942 54.95263251270364, -1.6335227271118735 54.95229963320274)), ((-1.6330709679422448 54.95281350959897, -1.6330935832304103 54.95278778534865, -1.6330812191357276 54.95281601712991, -1.6330709679422448 54.95281350959897)), ((-1.6352236086332774 54.953626195061354, -1.6347066365527514 54.953123173611814, -1.6335703457569786 54.95293567413145, -1.633210913948394 54.95284774510177, -1.6335597196944296 54.95235592957035, -1.6356339917098615 54.95279077170016, -1.6356875987890742 54.95261928155446, -1.63573545646411 54.95262643142963, -1.6357648636091768 54.95237210240758, -1.6359056257641482 54.951921781386204, -1.6353669970349813 54.95166799628315, -1.6344777514669224 54.95115797604547, -1.6354809427215917 54.95037571844092, -1.6357553876955078 54.95019791079171, -1.6381798237031584 54.95083072429305, -1.638228520483878 54.951389268008846, -1.6387085229074072 54.951203105346856, -1.6388397952385254 54.9519059440824, -1.6397887314795399 54.95199148449612, -1.6396728267103826 54.95225571557332, -1.640250236252731 54.95240312757363, -1.6401162261663342 54.95267204129886, -1.6394780213315896 54.95377619753179, -1.6386379085545788 54.953480613569575, -1.637425435356378 54.95466375364036, -1.636228561328369 54.9549549767359, -1.6371196025909813 54.95534285738868, -1.636994458221084 54.95545671506934, -1.636903158522504 54.95541322766267, -1.6350142163858972 54.95536714943907, -1.6351212027517004 54.95447765660668, -1.6351712945347636 54.95441693909725, -1.6351455230423406 54.95427544557999, -1.6352236086332774 54.953626195061354)))",12,43,21,6,20,39,47,52,13,156992,0
E00114095,Tewkesbury 004B,51.94203,-2.13419,"POLYGON ((-2.148862995097564 51.964629734338715, -2.1497888711570816 51.96211169007159, -2.1485119080665855 51.960383024928575, -2.147000022437507 51.95949764498254, -2.1470058826777643 51.959207550673355, -2.143305521765029 51.95797785921866, -2.142863270460026 51.958066588003774, -2.1429853725799926 51.95782891250532, -2.140446738209986 51.95677206099357, -2.1394912611874246 51.95690748495794, -2.137511731665813 51.95525230228082, -2.1378642641246803 51.95457447526272, -2.137365614863985 51.9542552484638, -2.13667609730721 51.954896033335864, -2.1357251104281048 51.9543922318115, -2.1327544793921405 51.953814452695525, -2.132455231178778 51.95344835351717, -2.131645567597112 51.953358672313215, -2.13163903377822 51.9530361806615, -2.1289862778503084 51.95274313718759, -2.127739026649803 51.951950641419636, -2.127361281324317 51.95006481395238, -2.126717943364427 51.94927712630146, -2.1247717160740693 51.94902611692816, -2.123302231433827 51.948556121719676, -2.1229641690156518 51.94802295423727, -2.122117427036186 51.94812303262534, -2.12118431863879 51.94768525776942, -2.120943207273188 51.94678827135841, -2.119869966772896 51.946004098492196, -2.1191391724788686 51.94457290689539, -2.1164896609038415 51.94313432324647, -2.113854132470163 51.94027718040174, -2.1121233664245036 51.93967449332362, -2.1119317998154905 51.939235952404445, -2.1100436032944403 51.93913562819438, -2.1096009494150043 51.93874671563839, -2.11238834308818 51.93675757292442, -2.1167068145022476 51.93457941384585, -2.1184310679017186 51.93311218768818, -2.120284219965236 51.932130307324414, -2.1230448599068725 51.93215891600994, -2.1245751278903366 51.93276951399094, -2.125920372991717 51.9312333766312, -2.128265377929587 51.93233846192723, -2.1292879918177627 51.931494084565536, -2.1302620558732888 51.93184992559392, -2.1305724833969717 51.93154475678053, -2.132372571741702 51.931835896671494, -2.1365132282355157 51.927520974493596, -2.1398398025205485 51.92880228990885, -2.1417281547395617 51.93039996881206, -2.1485108962491464 51.932458498132576, -2.152987762551251 51.93630713050595, -2.1575548969113507 51.93954494064924, -2.1557896668216388 51.940665820286036, -2.154515612128535 51.94243419259701, -2.1545165767932692 51.94429528458589, -2.153815511129329 51.94614381058187, -2.1548259572774167 51.946333097586006, -2.1541805323942573 51.94731578445649, -2.154382394518282 51.9481093785792, -2.1538648196343138 51.948593734267526, -2.1546517389393047 51.951063340594025, -2.153988068541101 51.95138436444632, -2.1541323385410034 51.95314356213492, -2.1551150202233025 51.9533160521866, -2.1566277157922777 51.95728233874171, -2.1557732204300346 51.957671902251136, -2.1555837203832406 51.95836893759181, -2.1558358948111103 51.95895748971037, -2.1575123174733397 51.959379655537674, -2.1570904415642014 51.95981176771419, -2.158837508403554 51.9603991693406, -2.1562927328093155 51.963468429343195, -2.1543514037460314 51.963559112648944, -2.1537289226225904 51.966274803797184, -2.148581632094966 51.96537013731765, -2.148862995097564 51.964629734338715))",27,42,25,55,9,26,32,18,7,108070,0
E00034429,Liverpool 006C,53.448,-2.96997,"POLYGON ((-2.967808830711806 53.44751952103692, -2.970012893823354 53.44731918432105, -2.9702477055723073 53.44732299388101, -2.9704345837429558 53.4482457998659, -2.971873051727069 53.4481364661255, -2.9721054771556426 53.44845818246453, -2.9696993795440876 53.44867623422136, -2.9693612580999624 53.44896531452725, -2.9690615833324294 53.44901074460018, -2.9688809674518724 53.448266638279975, -2.967808830711806 53.44751952103692))",2,20,24,20,8,34,48,55,11,32269,0
E00166011,South Somerset 019B,50.92563,-2.92213,"POLYGON ((-2.9235954564018174 50.92843878339474, -2.9211804979401754 50.92723343482913, -2.9213380296499483 50.92690958250123, -2.919948586157776 50.925983557970426, -2.9192477579187117 50.926338512973715, -2.919722342640971 50.92668347132556, -2.9180360793170927 50.92646006010199, -2.9185273604058506 50.925169742719994, -2.9186143076224242 50.92480276337373, -2.922193809684364 50.92410255921251, -2.9246579423953016 50.92278921152569, -2.9245407790944973 50.9231028390913, -2.9236843165618662 50.92451706829617, -2.92616989674085 50.9257365979302, -2.925870047244437 50.928273574131275, -2.925459486852442 50.928359004010126, -2.924703464589129 50.92786141031006, -2.923785838111347 50.92846002819646, -2.9235954564018174 50.92843878339474))",27,39,32,23,11,21,24,9,1,157284,0
E00076799,Torbay 016A,50.40347,-3.57254,"POLYGON ((-3.572317760128462 50.40898983512924, -3.57348608076904 50.40877541062715, -3.5738160690389473 50.40835247798298, -3.570340740736329 50.40624993194503, -3.569574956294451 50.405674801028674, -3.568175300964001 50.40647593560247, -3.5671875862548714 50.40658506082711, -3.5668565364166134 50.40532067798457, -3.5673711784880773 50.40502358543932, -3.566885395100602 50.403757411398225, -3.565856940294653 50.40346785815084, -3.5660499476386565 50.40287585564556, -3.5652736956140973 50.402836692063055, -3.56508482507302 50.402201637222355, -3.5665346866216012 50.400586329033, -3.567079438311122 50.40049411512631, -3.5671059223776442 50.400855920383826, -3.568759405191532 50.40090717824298, -3.569302126180116 50.400541363034584, -3.5683760788762995 50.396868445289016, -3.569937344497664 50.39692313661099, -3.5710011748276917 50.39845466048152, -3.5723768316054447 50.39943214072186, -3.5759165939183544 50.40078153873095, -3.573600417983539 50.40218567157181, -3.575356540992383 50.40277889723913, -3.576371214844148 50.40372513675693, -3.5788618479983616 50.40416961279258, -3.5775046660751166 50.407716989183044, -3.5783363540416606 50.40873364147409, -3.5801244457243904 50.409433424041374, -3.579833850413098 50.41022094348934, -3.5766324020719193 50.41049440828389, -3.5768656326262285 50.411313051832856, -3.5753548816436354 50.411430615367856, -3.573858281404931 50.41092674720081, -3.5718810808827004 50.40961367416208, -3.572317760128462 50.40898983512924))",41,48,31,26,16,30,23,17,12,72482,0
E00064365,Kingston upon Hull 025A,53.75773,-0.37239,"POLYGON ((-0.3710742848857656 53.7592976154669, -0.3711657774032556 53.758947052163904, -0.3721368375314493 53.75902359857953, -0.3724349344483814 53.758567341455354, -0.3720332576235846 53.7581996079977, -0.3704847860493866 53.758218043433786, -0.3704140171769523 53.75783709834287, -0.370371333493488 53.7574324846511, -0.3716044576467784 53.75704273758819, -0.3729592723939354 53.75698421534982, -0.3739429590196123 53.75612707674687, -0.3744062775162111 53.757731749402545, -0.3745628855497257 53.75892785044897, -0.3735076103855664 53.75934299052373, -0.3710742848857656 53.7592976154669))",37,91,32,21,13,29,22,12,19,60679,0
E00135545,King's Lynn and West Norfolk 006D,52.77246,0.436566,"POLYGON ((0.4389442121690068 52.77231719832918, 0.4378538086293895 52.77235324543416, 0.4379140649410837 52.771841589063165, 0.4374690202266737 52.77159830453456, 0.4366503903771306 52.77157845046648, 0.4357368237930911 52.772056953628976, 0.4335036427601822 52.77084025084666, 0.4324665942130245 52.77099024279892, 0.4360027738992445 52.77298574497677, 0.434931557809343 52.7729552325743, 0.4350616412361943 52.772492807920955, 0.4341263203664384 52.77266648190856, 0.4343900019854441 52.77351611987837, 0.4363726923807468 52.77376534984096, 0.4366518842169657 52.77408023925822, 0.4377908825789178 52.774058161475224, 0.4387335571831848 52.77404341181838, 0.4394215876416846 52.77404786506127, 0.439415190638515 52.77351038356894, 0.4389230613978656 52.7734532476788, 0.4392782058489447 52.77306706058478, 0.4388601093219787 52.772859832021574, 0.4389442121690068 52.77231719832918))",23,64,44,30,22,31,35,14,12,128389,0
W00001318,Denbighshire 010A,53.26107,-3.44014,"POLYGON ((-3.4339591969085683 53.261945156710354, -3.438464491456045 53.25910671931221, -3.4384186489423865 53.25963473580886, -3.440838636143823 53.25943658328276, -3.4414536724969573 53.25878983502967, -3.440897818333481 53.25875687609745, -3.440867657085909 53.25798995325815, -3.442440032322732 53.25750723399352, -3.443596657174392 53.25767558436484, -3.44410530492404 53.25701483801323, -3.444730900324144 53.257332229083254, -3.44517849288509 53.25720569509638, -3.445426960899965 53.2578282403215, -3.446222793864187 53.25768550461171, -3.44621855313485 53.25823955720226, -3.4457609039595147 53.25834195503254, -3.445722806730015 53.25801029607144, -3.4453099534632883 53.25806648083012, -3.444921881748039 53.258703009857236, -3.4429557660274486 53.258422144747065, -3.4427641291048827 53.258803285521275, -3.4422072774841945 53.25867122566497, -3.4423630263887457 53.25915193754627, -3.440795367826102 53.25997252547664, -3.441105707947969 53.26035838187337, -3.4407183913025547 53.2621061335231, -3.438985721303941 53.26331661778989, -3.4376932728172207 53.26371289322214, -3.435697803006769 53.26334054294987, -3.4339591969085683 53.261945156710354))",23,59,33,40,18,39,19,20,11,179898,1
E00109676,Chelmsford 006D,51.74464,0.463689,"POLYGON ((0.4652791523709541 51.74585580630619, 0.464936052331951 51.74567415216041, 0.4651556404859057 51.74518392144416, 0.4661150158660325 51.744876926871655, 0.4661903478154312 51.74451977029398, 0.4662330744536346 51.74411272135385, 0.4654742750652188 51.74409177697175, 0.4654581474139618 51.743689227942006, 0.4668300078185937 51.74347607236481, 0.4668181015330166 51.74310085629155, 0.4634222378956364 51.74327975869166, 0.4636580651411436 51.743603760112215, 0.4627863184860635 51.743859939751275, 0.4613807551489537 51.744449482218094, 0.4616865004016769 51.74496499473355, 0.4640834022036106 51.7456145102518, 0.4645838020984982 51.745485899257524, 0.4649342242534699 51.74607346266546, 0.4652791523709541 51.74585580630619))",41,49,30,34,13,40,57,46,38,103865,1
